Animal_ID,Name_Intake,Found_Location,Intake_Type,Intake_Condition,Animal_Type_Intake,Sex_upon_Intake,Age_upon_Intake,Breed_Intake,Color_Intake,Sex_upon_Outcome,Age_upon_Outcome,binary_outcome,year_intake,month_intake,year_outcome,month_outcome,birth_year,birth_month
A737652,Charlie,6600 Ed Bluestein Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,10.0,Chow Chow,Red/Black,Intact Male,10.0,0.0,2016,11,2016,11,2006,11
A782521,Simon,1605 Kramer Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Chihuahua Shorthair Mix,Tan,Neutered Male,1.0,0.0,2018,10,2018,10,2017,10
A711172,*Liza,4211 Turnersville in Travis (TX),Stray,Injured,Dog,Intact Female,8.0,Pointer,White/Black,Intact Female,8.0,0.0,2015,9,2015,9,2007,9
A700648,Luna,Austin (TX),Public Assist,Normal,Dog,Spayed Female,4.0,Border Collie Mix,Black,Spayed Female,4.0,0.0,2015,4,2015,4,2011,4
A751603,,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.08333333333333333,Snowshoe Mix,Lilac Point/White,Intact Female,0.08333333333333333,0.0,2017,6,2017,6,2017,4
A805983,,5605 Springdale Road in Austin (TX),Stray,Normal,Cat,Intact Male,2.0,Domestic Shorthair,Brown Tabby,Intact Male,2.0,0.0,2019,10,2019,10,2017,10
A680969,*Zeus,4701 Staggerbrush Rd in Austin (TX),Stray,Nursing,Cat,Intact Male,0.019230769230769232,Domestic Shorthair Mix,White/Orange Tabby,Neutered Male,0.16666666666666666,0.0,2014,6,2014,8,2014,6
A726106,Bear,Austin (TX),Stray,Normal,Dog,Neutered Male,6.0,Miniature Schnauzer Mix,White,Neutered Male,6.0,0.0,2016,5,2016,5,2010,5
A665426,Silka,8224 Research Blvd #244 in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Black,Neutered Male,0.16666666666666666,0.0,2013,10,2013,11,2013,8
A795585,*Phoenix,805 Live Oak Drive in Cedar Park (TX),Stray,Normal,Cat,Intact Female,0.6666666666666666,Domestic Shorthair,Tortie,Spayed Female,1.0,0.0,2019,5,2019,9,2018,8
A727568,Jasper,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2.0,Domestic Shorthair Mix,Blue Tabby/White,Neutered Male,2.0,0.0,2016,5,2016,6,2014,5
A780725,,902 B Sirocco Drive in Austin (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair Mix,Blue,Intact Male,0.16666666666666666,0.0,2018,9,2018,9,2018,7
A780639,Cookie,6405 Circle S Road in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Dachshund/Labrador Retriever,Red/Black,Neutered Male,1.0,0.0,2018,9,2018,9,2017,3
A669534,,2324 Wilson St in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Orange Tabby,Intact Female,1.0,0.0,2013,12,2013,12,2012,12
A701706,,9515 Old Lockhart Rd in Austin (TX),Stray,Normal,Cat,Intact Male,0.038461538461538464,Domestic Shorthair Mix,Orange Tabby,Intact Male,0.038461538461538464,0.0,2015,5,2015,5,2015,4
A799116,,10908 Crown Colony Drive in Austin (TX),Stray,Normal,Cat,Unknown,0.41666666666666663,Domestic Shorthair,Brown Tabby/White,Unknown,0.5,0.0,2019,7,2019,7,2019,1
A611929,Bam Bam,Austin (TX),Euthanasia Request,Normal,Dog,Intact Male,4.0,Pit Bull Mix,Blue/White,Intact Male,4.0,1.0,2014,2,2014,2,2009,10
A808961,,9525 N Capital Of Texas Hwy in Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Bat,Brown,Unknown,1.0,1.0,2019,11,2019,12,2018,11
A788932,Marsha,Tillery Street And Oak Springs Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1.0,German Shepherd,Black/Tan,Spayed Female,1.0,0.0,2019,2,2019,2,2018,2
A798919,*Pupperoni,1190 Airport in Austin (TX),Stray,Normal,Dog,Intact Female,5.0,Chihuahua Shorthair,Tan,Intact Female,5.0,0.0,2019,7,2019,7,2014,7
A678226,,Samsung Blvd & Longday in Austin (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,0.057692307692307696,0.0,2014,5,2014,5,2014,4
A708892,,12600 Quirin Dr in Del Valle (TX),Stray,Normal,Cat,Intact Male,0.3333333333333333,Domestic Longhair Mix,Orange Tabby/White,Intact Male,0.3333333333333333,0.0,2015,8,2015,8,2015,4
A790214,,4424 S Mopac Expwy in Austin (TX),Public Assist,Normal,Cat,Intact Female,11.0,Domestic Medium Hair Mix,Orange Tabby/White,Intact Female,11.0,0.0,2019,3,2019,3,2008,3
A791116,Jasper,Pflugerville (TX),Public Assist,Normal,Dog,Intact Male,1.0,Belgian Malinois Mix,Black/Brown,Intact Male,1.0,0.0,2019,3,2019,3,2018,3
A754208,Vaquita,7500 Blessing in Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Chihuahua Shorthair Mix,White/Black,Intact Female,1.0,0.0,2017,7,2017,7,2016,1
A709133,*Petra,2100 Barton Springs Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Medium Hair Mix,Black,Spayed Female,1.0,0.0,2015,8,2015,9,2014,8
A699535,*Crystal,Battenburg Trl And Grey Castle Dr in Pflugerville (TX),Stray,Normal,Dog,Spayed Female,1.0,Whippet Mix,Brown Brindle,Spayed Female,1.0,0.0,2015,3,2015,4,2014,3
A711413,*Tina,1628 Ohlen Rd in Austin (TX),Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair Mix,Tortie,Spayed Female,0.25,0.0,2015,9,2015,9,2015,6
A809524,*Honey Bee,Montopolis Drive And Riverside Drive in Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Labrador Retriever Mix,Black/Brown Brindle,Intact Female,0.08333333333333333,0.0,2019,11,2019,12,2019,10
A771684,Pepper,1381 Old Lockhart Road in Creedmoor (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,German Shepherd Mix,Black/White,Spayed Female,0.16666666666666666,0.0,2018,5,2018,5,2018,2
A721682,,Yager Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Chihuahua Longhair Mix,Tan,Spayed Female,1.0,0.0,2016,3,2016,3,2014,9
A793620,Lady,Kramer And Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Pit Bull Mix,Tricolor,Spayed Female,2.0,0.0,2019,4,2019,5,2017,4
A757681,*Franklin,1600 Nash Hernandez in Austin (TX),Stray,Normal,Dog,Neutered Male,9.0,Chihuahua Shorthair Mix,Tan,Neutered Male,9.0,0.0,2017,9,2017,10,2008,9
A809727,,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.08333333333333333,Pointer,Chocolate/White,Neutered Male,0.16666666666666666,0.0,2019,11,2019,12,2019,9
A779377,Max,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1.0,Domestic Shorthair Mix,Brown Tabby,Neutered Male,1.0,0.0,2019,11,2019,12,2018,7
A699470,Baby Cat,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2.0,Domestic Shorthair Mix,Black/White,Spayed Female,2.0,0.0,2015,7,2015,7,2013,3
A792150,,1501 Canon Yeomans Trail in Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,1.0,0.0,2019,4,2019,4,2018,4
A660973,Roxie,William Canon And Mopac in Austin (TX),Stray,Normal,Dog,Spayed Female,5.0,Pit Bull Mix,Black Brindle/White,Spayed Female,5.0,0.0,2014,8,2014,9,2009,8
A708765,Rocko,6921 Vassar Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,1.0,Blue Lacy,Blue/White,Neutered Male,1.0,0.0,2015,8,2015,8,2014,7
A723908,Milo,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3.0,Border Collie Mix,Black/White,Neutered Male,3.0,0.0,2016,4,2016,5,2013,4
A720048,,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Chihuahua Shorthair Mix,Black,Intact Female,0.16666666666666666,0.0,2016,2,2016,2,2015,12
A668309,,5805 N Lamar C in Austin (TX),Wildlife,Sick,Other,Unknown,3.0,Bat,Black/Brown,Unknown,3.0,1.0,2013,12,2013,12,2010,12
A774561,*Soot,Mariposa Drive And Travis Heights Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,0.41666666666666663,Rat Terrier/Labrador Retriever,Black/White,Intact Male,0.41666666666666663,0.0,2018,6,2018,6,2018,1
A744039,Luke,215 Ainsworth St in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,0.41666666666666663,German Shepherd Mix,Tan/Black,Neutered Male,0.41666666666666663,0.0,2017,5,2017,5,2016,11
A680793,Cocco,4434 Frontier in Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Chihuahua Shorthair Mix,Brown,Neutered Male,2.0,0.0,2014,6,2014,6,2012,6
A757722,,Outside Jurisdiction,Stray,Normal,Cat,Intact Female,0.038461538461538464,Domestic Shorthair Mix,Tortie,Intact Female,0.038461538461538464,0.0,2017,9,2017,9,2017,8
A769059,,1208 Coaches Crossing in Pflugerville (TX),Stray,Normal,Cat,Unknown,0.038461538461538464,Domestic Shorthair Mix,Blue,Unknown,0.038461538461538464,0.0,2018,3,2018,3,2018,3
A803989,*Gio,Cheviot Lane And Meldrum Road in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair,Brown Tabby/White,Neutered Male,0.25,0.0,2019,9,2019,10,2019,7
A707366,Sparkle,3505 South Lamar in Austin (TX),Stray,Sick,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,Brown Tabby,Intact Female,0.08333333333333333,0.0,2015,7,2015,7,2015,5
A704213,Lilith,Austin (TX),Owner Surrender,Sick,Other,Intact Female,1.0,Rat Mix,Brown/White,Intact Female,1.0,0.0,2015,6,2015,6,2014,6
A779464,Zuma,2205 Galway Dr in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,0.75,Pit Bull Mix,Black/White,Neutered Male,1.0,0.0,2018,11,2019,2,2018,2
A792224,*Patches,2302 East William Cannon Drive in Austin (TX),Stray,Normal,Dog,Intact Male,0.5833333333333333,Australian Shepherd,White/Brown Brindle,Neutered Male,0.6666666666666666,0.0,2019,4,2019,4,2018,8
A738655,Skinny,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Blue Tabby,Spayed Female,1.0,0.0,2016,11,2016,12,2015,11
A757535,,3102 Robinson Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Torbie,Intact Female,1.0,0.0,2017,9,2017,9,2016,9
A727123,Charlie,9115 Evelyn in Travis (TX),Stray,Normal,Dog,Intact Male,0.9166666666666666,Border Collie Mix,Black/White,Intact Male,0.9166666666666666,0.0,2016,5,2016,5,2015,6
A723980,*Buster,Stassney Ln & Dove Springs Dr in Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Cairn Terrier Mix,Tan,Neutered Male,0.16666666666666666,0.0,2016,4,2016,4,2016,2
A752422,Mr. Skittles,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2.0,Domestic Shorthair Mix,Black,Neutered Male,2.0,0.0,2017,6,2017,8,2015,6
A764210,,6604 Antelope Circle in Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Labrador Retriever/Dalmatian,White/Black,Spayed Female,0.25,0.0,2017,12,2017,12,2017,9
A782419,Macy,10050 Great Hills Trail in Austin (TX),Stray,Normal,Dog,Spayed Female,16.0,Pembroke Welsh Corgi Mix,Tan,Spayed Female,16.0,0.0,2018,10,2018,10,2002,10
A779659,,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Female,1.0,Chicken,Brown,Intact Female,1.0,0.0,2018,9,2018,9,2017,9
A723289,,2817 Kentish Dr in Austin (TX),Wildlife,Injured,Other,Unknown,1.0,Bat,Black/Brown,Unknown,1.0,1.0,2016,3,2016,3,2015,3
A647531,Carl,Suffolk Dr And Nassau Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,7.0,Australian Cattle Dog/Cairn Terrier,White/Black,Neutered Male,7.0,0.0,2016,2,2016,2,2009,2
A705042,*Willie,14000 Westall St in Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,Brown Tabby,Neutered Male,0.16666666666666666,0.0,2015,6,2015,7,2015,5
A724978,,12881 Pond Springs Rd in Austin (TX),Stray,Normal,Cat,Unknown,0.010958904109589041,Domestic Shorthair Mix,Orange Tabby,Unknown,0.010958904109589041,0.0,2016,4,2016,4,2016,4
A688792,,8800 N Ih 35 in Austin (TX),Wildlife,Injured,Other,Unknown,0.5,Bat Mix,Brown,Unknown,0.5,1.0,2014,9,2014,9,2014,3
A751813,,1054 Springdale Rd in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Brown Tabby/White,Neutered Male,0.25,0.0,2017,6,2017,8,2017,5
A740691,Kitty Surpri,11150 Research Blvd in Austin (TX),Stray,Normal,Cat,Neutered Male,5.0,Domestic Longhair Mix,Black/White,Neutered Male,5.0,0.0,2016,12,2016,12,2011,12
A703255,Razz,13838 Lakes Blvd in Travis (TX),Stray,Normal,Dog,Intact Female,3.0,Pit Bull/Labrador Retriever,Tan/White,Spayed Female,3.0,0.0,2015,5,2015,5,2012,5
A706695,,6201 S Congress in Austin (TX),Stray,Normal,Cat,Unknown,0.07692307692307693,Domestic Shorthair Mix,Brown Tabby,Unknown,0.07692307692307693,1.0,2015,7,2015,7,2015,6
A812097,Chairman,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6.0,Domestic Shorthair,Orange Tabby,Neutered Male,6.0,0.0,2020,1,2020,1,2014,1
A716492,Jewels,900.3 Parkfeild in Austin (TX),Stray,Normal,Dog,Intact Female,7.0,West Highland Mix,White,Spayed Female,7.0,0.0,2015,11,2015,11,2008,11
A809612,,North Lamar Boulevard And West Street Johns Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,0.5833333333333333,Shih Tzu Mix,Brown/Black,Intact Male,0.5833333333333333,0.0,2019,11,2019,12,2019,4
A681643,,110 Lessin Ln in Austin (TX),Stray,Injured,Cat,Neutered Male,10.0,Domestic Shorthair Mix,White/Blue,Neutered Male,10.0,1.0,2014,6,2014,6,2004,6
A742219,Benji,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2.0,Staffordshire Mix,Tan/Black,Neutered Male,2.0,0.0,2017,1,2017,1,2015,1
A796261,Gigi,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2.0,Domestic Shorthair,Brown Tabby,Spayed Female,2.0,0.0,2019,5,2019,6,2017,5
A810637,*Manny,3511 Gonzales Street in Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Chihuahua Shorthair Mix,White/Tan,Neutered Male,2.0,0.0,2019,12,2020,1,2017,12
A783611,Joy,9411 Parkfield Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Chihuahua Shorthair,Tricolor,Spayed Female,2.0,0.0,2018,11,2018,12,2016,11
A800838,Rum,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2.0,Pit Bull/Labrador Retriever,Brown/White,Neutered Male,2.0,0.0,2019,7,2019,8,2017,7
A751508,*Henny Penny,Dessau Rd & E Howard Ln in Austin (TX),Stray,Normal,Cat,Intact Female,0.41666666666666663,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,0.5,0.0,2017,6,2017,6,2016,12
A685361,Bishop,6010 Marigold Ter in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Rottweiler,Black/Tan,Intact Male,1.0,0.0,2014,8,2014,8,2013,8
A615091,Ziggy,Austin (TX),Public Assist,Normal,Dog,Neutered Male,4.0,Australian Shepherd,White/Tan,Neutered Male,4.0,0.0,2016,4,2016,4,2011,8
A796601,,2203 Onion Creek in Austin (TX),Wildlife,Normal,Other,Unknown,3.0,Bat,Brown,Unknown,3.0,1.0,2019,6,2019,6,2016,6
A676358,,Lamplight Village in Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Australian Cattle Dog,Tricolor,Neutered Male,0.16666666666666666,0.0,2014,4,2014,4,2014,1
A763740,Woodrow,Longwood Road And Laurel Hill Street in Austin (TX),Stray,Normal,Dog,Neutered Male,0.8333333333333333,Catahoula Mix,Black/White,Neutered Male,0.8333333333333333,0.0,2017,12,2017,12,2017,1
A706922,Layla Lee,Greenbelt At Gus Fruh in Austin (TX),Stray,Normal,Dog,Intact Female,0.5,Chihuahua Shorthair Mix,White/Brown,Spayed Female,0.5,0.0,2015,7,2015,7,2014,12
A793765,*Zephyr,6910 E. William Cannon in Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Pit Bull Mix,Tricolor,Spayed Female,3.0,0.0,2019,4,2019,5,2016,4
A765249,Luke,6904 Juno in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,1.0,Pit Bull Mix,Black,Neutered Male,1.0,0.0,2018,1,2018,5,2017,1
A741946,Bebe,Austin (TX),Public Assist,Normal,Dog,Spayed Female,4.0,Labrador Retriever Mix,Black,Spayed Female,4.0,0.0,2017,10,2017,11,2013,1
A782609,*Dorothy,1327 Los Robles Circle in Del Valle (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,Tortie,Spayed Female,0.16666666666666666,0.0,2018,10,2018,12,2018,9
A781201,Bills,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,0.08333333333333333,Domestic Shorthair Mix,Blue/White,Neutered Male,0.08333333333333333,0.0,2018,11,2018,11,2018,9
A714207,Alzeille,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,2.0,English Coonhound Mix,Black/Brown,Intact Female,2.0,0.0,2015,10,2015,11,2013,10
A742749,Sammy,10802 San Jose in Travis (TX),Stray,Normal,Dog,Neutered Male,0.8333333333333333,Labrador Retriever Mix,Tan/White,Neutered Male,0.8333333333333333,0.0,2017,1,2017,1,2016,3
A704181,Red,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,0.16666666666666666,Chow Chow/Pit Bull,Red/Tan,Neutered Male,0.16666666666666666,0.0,2015,6,2015,6,2015,3
A790151,Blues,8300 Bluff Springs Road in Travis (TX),Public Assist,Normal,Cat,Neutered Male,2.0,Domestic Shorthair Mix,Gray/Blue,Neutered Male,2.0,0.0,2019,3,2019,3,2017,3
A669011,,Fm 1625/Sassman Rd in Travis (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Border Collie/Labrador Retriever,Black/White,Intact Female,0.08333333333333333,0.0,2013,12,2013,12,2013,10
A718171,Mamut,7704 Whispering Winds Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Labrador Retriever Mix,Black/White,Neutered Male,2.0,0.0,2015,12,2016,4,2013,12
A732193,*Timmy,3713 Tudor Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,Brown Tabby,Neutered Male,0.25,0.0,2016,8,2016,10,2016,7
A752500,,1735 Rutland Dr in Austin (TX),Stray,Normal,Cat,Intact Female,0.019230769230769232,Domestic Shorthair Mix,Brown Tabby,Intact Female,0.019230769230769232,0.0,2017,6,2017,6,2017,6
A622877,Sultan,Austin (TX),Public Assist,Normal,Dog,Neutered Male,7.0,Labrador Retriever/Dachshund,White/Yellow,Neutered Male,7.0,0.0,2019,9,2019,9,2012,1
A807712,*Quinn,1024 East Anderson Lane in Austin (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,Neutered Male,0.3333333333333333,0.0,2019,10,2019,12,2019,8
A674705,Max,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4.0,Miniature Schnauzer Mix,Black,Neutered Male,4.0,0.0,2014,3,2014,3,2010,3
A679213,Tucker,E 17Th Street in Austin (TX),Stray,Other,Dog,Intact Male,2.0,Black Mouth Cur Mix,Tan,Neutered Male,3.0,0.0,2014,5,2015,9,2012,5
A798450,,8115 Altoga Drive in Austin (TX),Stray,Normal,Dog,Intact Female,0.25,Plott Hound,Brown Brindle,Spayed Female,0.3333333333333333,0.0,2019,6,2019,6,2019,2
A690345,Pumpkin,124 W Anderson in Austin (TX),Stray,Normal,Dog,Spayed Female,1.0,Labrador Retriever Mix,Chocolate,Spayed Female,1.0,0.0,2014,10,2014,10,2013,10
A807971,,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.08333333333333333,German Shepherd,Black/Brown,Intact Female,0.16666666666666666,0.0,2019,11,2019,12,2019,9
A738131,Marley,715 S Exposition Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Cairn Terrier Mix,Tan/White,Intact Male,1.0,0.0,2016,11,2016,11,2015,11
A716148,,14938 Swiss Dr in Travis (TX),Stray,Normal,Dog,Intact Male,0.057692307692307696,Catahoula Mix,Brown Brindle/White,Neutered Male,0.16666666666666666,0.0,2015,11,2015,12,2015,10
A775594,Mabel,2105 Kramer Lane in Austin (TX),Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,Calico/White,Spayed Female,0.16666666666666666,0.0,2018,7,2018,8,2018,6
A674790,Ginger,E Stassney Ih 35 in Austin (TX),Public Assist,Normal,Dog,Intact Female,0.3333333333333333,Chihuahua Shorthair Mix,Red,Spayed Female,0.3333333333333333,0.0,2014,3,2014,3,2013,11
A789235,Negro,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.5,Domestic Shorthair Mix,Blue,Neutered Male,0.5,0.0,2019,2,2019,2,2018,8
A705963,,1415 Mearns Meadows Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,0.25,Pit Bull Mix,White/Black,Intact Male,0.25,0.0,2015,6,2015,6,2015,3
A722626,Billy Holida,Winsted Ln And 10Th in Austin (TX),Stray,Normal,Cat,Neutered Male,2.0,Domestic Shorthair,Tortie,Neutered Male,2.0,0.0,2016,3,2016,3,2014,3
A710810,Tula,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,0.5833333333333333,Golden Retriever/Collie Rough,Brown/Tan,Spayed Female,0.5833333333333333,0.0,2015,11,2015,11,2015,4
A729816,,913 Freewater in Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,0.25,0.0,2016,6,2016,8,2016,5
A739003,Pazuzu,Riverside And Lakeshore in Austin (TX),Stray,Normal,Dog,Neutered Male,0.75,Labrador Retriever Mix,White/Black,Neutered Male,0.6666666666666666,0.0,2016,12,2016,11,2016,3
A763121,Jackie,Tara Drive And Salt Springs in Austin (TX),Stray,Normal,Dog,Spayed Female,16.0,Australian Cattle Dog Mix,White/Brown,Spayed Female,16.0,0.0,2017,12,2017,12,2001,12
A743319,*Moo,8357 Steamline Circle in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2.0,Beagle Mix,Black/White,Intact Female,2.0,0.0,2017,2,2017,2,2015,2
A661968,Peanut,5401 Maryanna in Austin (TX),Stray,Normal,Dog,Neutered Male,1.0,Pekingese Mix,Brown,Neutered Male,1.0,0.0,2016,11,2016,11,2015,8
A802570,Gavin,9617 Sugar Hill Drive in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair,Black/White,Neutered Male,0.25,0.0,2019,8,2019,10,2019,7
A731119,*Lane,4909 Eastdale Dr in Austin (TX),Stray,Normal,Dog,Intact Male,10.0,Labrador Retriever Mix,Black,Intact Male,11.0,0.0,2016,7,2016,8,2005,7
A686911,,Austin (TX),Stray,Nursing,Cat,Unknown,0.0,Domestic Shorthair Mix,Blue,Unknown,0.0,0.0,2014,8,2014,8,2014,8
A670458,Brownie,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,Chihuahua Shorthair Mix,Tan/White,Spayed Female,2.0,0.0,2014,2,2014,2,2012,1
A793445,Canela,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2.0,Labrador Retriever Mix,Tan/White,Intact Female,2.0,0.0,2019,4,2019,4,2017,4
A689539,,8001 S Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Catahoula Mix,Brown/White,Spayed Female,0.16666666666666666,0.0,2014,10,2014,10,2014,7
A677676,,3002 E 18 1/2 St in Austin (TX),Stray,Normal,Bird,Intact Male,2.0,Bantam Mix,White,Intact Male,2.0,0.0,2014,4,2014,5,2012,4
A717930,Jarvis,10404 Premier Park St in Austin (TX),Stray,Normal,Dog,Intact Male,0.75,Labrador Retriever Mix,Black,Neutered Male,0.75,0.0,2015,12,2015,12,2015,3
A738496,Chica,10307 Brownie St #D in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3.0,Chihuahua Shorthair Mix,White/Brown,Spayed Female,3.0,0.0,2016,11,2016,11,2013,11
A702207,,1135 Barton Hills in Austin (TX),Stray,Normal,Cat,Neutered Male,12.0,Domestic Longhair Mix,Orange Tabby/White,Neutered Male,12.0,1.0,2015,5,2015,5,2003,5
A704322,,7209 Crystal Brook Dr in Austin (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,Calico/White,Intact Female,0.057692307692307696,0.0,2015,6,2015,6,2015,5
A657708,*Jolene,6008 Sandshof in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,Pit Bull Mix,Brown Brindle/White,Spayed Female,2.0,1.0,2014,3,2014,3,2011,7
A699648,Plex,1103 Jolena in Austin (TX),Stray,Normal,Dog,Neutered Male,1.0,Chihuahua Shorthair Mix,Brown/White,Neutered Male,1.0,0.0,2015,6,2015,6,2014,3
A683317,*Alvin,Diamondback Trail in Austin (TX),Stray,Nursing,Dog,Intact Male,0.038461538461538464,Chihuahua Shorthair Mix,Tan/White,Neutered Male,0.16666666666666666,0.0,2014,7,2014,9,2014,6
A799731,,Suzi Lane And Royston Drive in Pflugerville (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair,Torbie,Spayed Female,1.0,0.0,2019,7,2019,7,2018,7
A794469,,6913 Blessing Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair,Brown Tabby,Intact Female,0.08333333333333333,0.0,2019,5,2019,5,2019,4
A728121,*Alicewaters,2104 E Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,Tortie,Intact Female,0.08333333333333333,0.0,2016,5,2016,6,2016,5
A782332,*Patches,12118 Walnut Park Crossing in Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Border Collie Mix,White/Black,Spayed Female,1.0,0.0,2018,10,2018,10,2017,10
A745538,,16624 Ennis Trl in Austin (TX),Stray,Normal,Cat,Spayed Female,1.0,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,1.0,0.0,2017,3,2017,3,2016,3
A727489,,5521 Hiline Rd in Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,Black,Neutered Male,0.16666666666666666,0.0,2016,5,2016,7,2016,4
A688994,,13011 Irongate in Austin (TX),Stray,Normal,Cat,Intact Male,0.41666666666666663,Domestic Shorthair Mix,Orange Tabby,Intact Male,0.41666666666666663,0.0,2014,9,2014,9,2014,4
A705327,,2714 Carnarvon in Austin (TX),Stray,Injured,Other,Unknown,3.0,Opossum Mix,White/Gray,Unknown,3.0,1.0,2015,6,2015,6,2012,6
A770790,,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Belgian Malinois/Cardigan Welsh Corgi,Brown/Black,Intact Female,0.16666666666666666,0.0,2018,4,2018,4,2018,2
