Animal_ID,Name_Intake,Found_Location,Intake_Type,Intake_Condition,Animal_Type_Intake,Sex_upon_Intake,Age_upon_Intake,Breed_Intake,Color_Intake,Sex_upon_Outcome,Age_upon_Outcome,binary_outcome,year_intake,month_intake,year_outcome,month_outcome,birth_year,birth_month
A735775,,Wing Feather Dr And Turnstone Dr in Austin (TX),Stray,Normal,Cat,Unknown,0.038461538461538464,Domestic Shorthair Mix,Cream Tabby,Unknown,0.038461538461538464,0.0,2016,9,2016,9,2016,9
A665221,,4404 Imperial in Travis (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Australian Cattle Dog Mix,Brown/Black,Intact Male,0.08333333333333333,0.0,2013,10,2013,10,2013,9
A685025,Diggy,9405 Brodie Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,8.0,Australian Cattle Dog Mix,Blue Merle,Spayed Female,8.0,0.0,2017,10,2017,10,2009,8
A741969,Lafitte,1071 Clayton Ln in Austin (TX),Stray,Normal,Cat,Intact Male,0.5,Domestic Shorthair Mix,Brown Tabby,Neutered Male,0.5,0.0,2017,1,2017,1,2016,7
A717429,Cairo,405 Nelray Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Pit Bull Mix,Brown Brindle/White,Neutered Male,2.0,0.0,2015,12,2015,12,2013,12
A692520,Peanut Butte,40Th And Airport in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Shih Tzu Mix,Buff,Intact Male,1.0,0.0,2014,11,2014,11,2013,11
A675638,,3121 Mccall Ln in Austin (TX),Stray,Injured,Cat,Neutered Male,1.0,Domestic Shorthair Mix,Black/White,Neutered Male,1.0,1.0,2014,3,2014,3,2013,3
A803796,,6518 Ed Bluestein Boulevard in Austin (TX),Stray,Normal,Cat,Unknown,0.057692307692307696,Domestic Shorthair,Blue,Unknown,0.057692307692307696,0.0,2019,9,2019,9,2019,8
A723575,Ace,Faro And Whitney Way in Austin (TX),Stray,Normal,Dog,Neutered Male,1.0,Chihuahua Shorthair Mix,Tan/White,Neutered Male,1.0,0.0,2016,4,2016,4,2015,4
A709539,Athena,"I-35Manchaca, Tx 78652 in Austin (TX)",Stray,Normal,Dog,Intact Female,4.0,Rottweiler,Tricolor,Spayed Female,4.0,0.0,2015,8,2015,9,2011,8
A733212,,2609 Rosewood Dr in Austin (TX),Stray,Nursing,Cat,Unknown,0.08333333333333333,Domestic Shorthair Mix,Gray Tabby,Unknown,0.08333333333333333,0.0,2016,8,2016,8,2016,7
A763540,*Bentley,3307 Harpers Ferry Lane in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Brown Tabby,Neutered Male,0.5833333333333333,0.0,2017,12,2018,6,2017,10
A782692,,4909 York Hill Drive in Austin (TX),Stray,Normal,Cat,Unknown,0.41666666666666663,Domestic Shorthair Mix,Black/White,Unknown,0.41666666666666663,0.0,2018,10,2018,10,2018,5
A691320,,2601 Scofield Ridge Pkwy in Austin (TX),Wildlife,Normal,Other,Unknown,0.5,Bat Mix,Brown,Unknown,0.5,1.0,2014,11,2014,11,2014,5
A697310,Sadie,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Jack Russell Terrier Mix,White/Brown,Spayed Female,0.16666666666666666,0.0,2015,2,2015,2,2014,12
A673088,Cotton,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3.0,Maltese,White,Neutered Male,3.0,0.0,2014,3,2014,4,2011,2
A767019,*Bun B,3607 Tyrone Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Pit Bull Mix,White/Blue,Neutered Male,4.0,0.0,2018,2,2018,10,2014,2
A770629,,1343 Briarcreek Loop in Travis (TX),Public Assist,Normal,Dog,Intact Male,0.16666666666666666,Pit Bull Mix,Blue/White,Neutered Male,0.25,0.0,2018,4,2018,4,2018,1
A706147,Bonnie,4Th /San Jacinto in Austin (TX),Stray,Normal,Dog,Spayed Female,3.0,Chihuahua Shorthair Mix,Black/Brown,Spayed Female,3.0,0.0,2015,6,2015,7,2012,6
A742468,Jiji,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,0.3333333333333333,Domestic Shorthair Mix,Black,Spayed Female,0.3333333333333333,0.0,2017,2,2017,2,2016,9
A697859,Diamond,North 183/ Hwy 71 in Austin (TX),Stray,Normal,Dog,Spayed Female,7.0,Staffordshire Mix,White/Tan,Spayed Female,7.0,0.0,2015,3,2015,3,2007,9
A677632,,Harris Branch Pkwy & St Merryn Rd in Austin (TX),Stray,Normal,Cat,Unknown,0.038461538461538464,Domestic Shorthair Mix,Black/White,Unknown,0.038461538461538464,0.0,2014,4,2014,4,2014,4
A681263,,8210 Edgemoor Pl in Austin (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,0.057692307692307696,0.0,2014,6,2014,6,2014,5
A799880,,3308 Thompson Street in Austin (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,Intact Male,0.16666666666666666,0.0,2019,7,2019,7,2019,5
A797561,Minnie,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.08333333333333333,Boxer Mix,Black/White,Spayed Female,0.16666666666666666,0.0,2019,6,2019,6,2019,4
A728549,,11109 Wet Season in Austin (TX),Stray,Normal,Dog,Neutered Male,7.0,Labrador Retriever Mix,Black,Neutered Male,7.0,0.0,2016,6,2016,6,2009,6
A772313,,9532 Spirit Of Austin Ln in Austin (TX),Stray,Sick,Cat,Intact Female,11.0,Domestic Medium Hair Mix,Black/White,Intact Female,11.0,1.0,2018,5,2018,5,2007,5
A705828,,Littig Rd And Ballerstedt Rd in Travis (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Pit Bull Mix,Tan/White,Intact Female,0.08333333333333333,0.0,2015,6,2015,6,2015,4
A786923,,Patton Avenue And Highway 183 in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Chihuahua Shorthair Mix,Tan/White,Intact Female,2.0,0.0,2019,1,2019,1,2017,1
A708350,,9712 Brown Ln in Austin (TX),Stray,Normal,Cat,Unknown,0.038461538461538464,Domestic Shorthair Mix,Black/White,Unknown,0.038461538461538464,0.0,2015,7,2015,7,2015,7
A772539,*Chip,12001 Metric Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Brown Tabby/White,Neutered Male,0.16666666666666666,0.0,2018,5,2018,6,2018,4
A775102,Leela,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,15.0,Domestic Shorthair,Blue Tabby/White,Spayed Female,15.0,0.0,2018,6,2018,9,2003,6
A810978,Patches,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,0.25,Australian Cattle Dog,White/Black,Neutered Male,0.25,0.0,2020,1,2020,1,2019,10
A683199,Knuckles,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7.0,Domestic Shorthair Mix,Black/White,Neutered Male,7.0,0.0,2014,7,2014,10,2007,7
A751257,*Rafael,Bee Cave Parkway Andd 620 in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Miniature Pinscher Mix,Black/Brown,Neutered Male,1.0,0.0,2017,6,2017,6,2016,6
A740255,,Wickersham & Cromwell in Austin (TX),Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,Brown Tabby,Intact Male,0.057692307692307696,0.0,2016,12,2016,12,2016,11
A776965,Lucy,Martin Luther King Boulevard And 24Th Street in Austin (TX),Stray,Normal,Dog,Spayed Female,4.0,Plott Hound Mix,Brown Brindle,Spayed Female,4.0,0.0,2018,11,2018,7,2014,7
A759789,,9510 Night Star Drive in Del Valle (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,Orange Tabby/White,Spayed Female,0.16666666666666666,0.0,2017,10,2017,10,2017,8
A751012,*Domino,6506 High Point Cove in Austin (TX),Stray,Normal,Other,Neutered Male,0.5833333333333333,Rabbit Sh Mix,Black/White,Neutered Male,0.75,0.0,2017,6,2017,7,2016,10
A804098,*Rosita,1601 Royal Crest Drive in Austin (TX),Stray,Normal,Cat,Intact Female,0.41666666666666663,Domestic Shorthair,Black/White,Spayed Female,0.41666666666666663,0.0,2019,9,2019,10,2019,4
A774365,*Warhol,1114 Terry Drive in Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,Black/White,Intact Male,0.08333333333333333,1.0,2018,6,2018,6,2018,5
A749539,*Kaleo,2934 Eckert in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2.0,Domestic Shorthair Mix,Black,Neutered Male,2.0,0.0,2017,5,2017,6,2015,5
A807510,*Vermicelli,Walnut Creek Park Road And North Lamar Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair,Brown Tabby,Intact Male,0.08333333333333333,0.0,2019,10,2019,10,2019,9
A665686,*Perla,Fm 1327 And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Dachshund Mix,Tan/Buff,Spayed Female,3.0,0.0,2013,10,2013,12,2010,10
A787489,Bella,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2.0,Pit Bull Mix,White/Blue,Spayed Female,2.0,0.0,2019,1,2019,1,2017,1
A707413,Scout,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1.0,Pharaoh Hound Mix,Brown,Spayed Female,1.0,0.0,2015,7,2015,7,2014,7
A759166,Archie,Brockman And Pompton in Austin (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair,Black,Neutered Male,0.25,0.0,2017,9,2017,11,2017,7
A778236,Delilah,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5.0,German Shepherd Mix,Black/Brown,Spayed Female,5.0,0.0,2018,8,2018,8,2013,2
A787841,,4434 Frontier Trail in Austin (TX),Stray,Injured,Dog,Intact Male,0.08333333333333333,Australian Shepherd Mix,White/Tricolor,Intact Male,0.08333333333333333,0.0,2019,1,2019,1,2018,11
A722211,Mia,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,0.6666666666666666,Domestic Shorthair Mix,Brown Tabby,Spayed Female,0.75,0.0,2016,6,2016,7,2015,9
A694613,Buster,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,German Shepherd Mix,Tricolor,Neutered Male,1.0,0.0,2014,12,2015,1,2013,12
A655700,Shadow,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2.0,Labrador Retriever Mix,Black/White,Neutered Male,2.0,0.0,2015,11,2015,12,2013,3
A770605,Kiki,Webberville Road And 12Th Street in Austin (TX),Stray,Normal,Dog,Spayed Female,1.0,Australian Cattle Dog/Staffordshire,White,Spayed Female,1.0,0.0,2018,9,2018,10,2016,10
A731105,Brownie,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3.0,Pit Bull Mix,Brown Brindle/White,Neutered Male,3.0,0.0,2016,7,2016,7,2013,7
A699431,Emily,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,13.0,Jack Russell Terrier/Manchester Terrier,Black/Tan,Spayed Female,13.0,0.0,2015,3,2015,3,2002,3
A707754,,1015 E Yager Ln in Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Siamese Mix,Seal Point,Spayed Female,0.16666666666666666,0.0,2015,7,2015,7,2015,5
A794183,Japy,Parrel Path And Cabob Street in Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Staffordshire/Labrador Retriever,Tan/White,Neutered Male,2.0,0.0,2019,9,2019,11,2017,5
A704726,* Joanie,S Pleasant Valley Rd And Anken Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,8.0,Border Collie Mix,Black,Spayed Female,8.0,0.0,2015,6,2015,7,2007,6
A721064,*Champ,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1.0,Pit Bull Mix,Blue/White,Neutered Male,1.0,0.0,2016,4,2016,5,2014,8
A704919,*Edward,8308 Flaxen Dr in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Black/White,Neutered Male,0.16666666666666666,0.0,2015,6,2015,7,2015,5
A569676,Jordan,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,8.0,Yorkshire Terrier/Chihuahua Shorthair,Black/Brown,Neutered Male,8.0,0.0,2016,4,2016,4,2008,4
A737882,,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,1.0,Chihuahua Shorthair Mix,Tan,Spayed Female,1.0,0.0,2016,11,2016,11,2015,11
A792768,*Molly,9805 Halifax Drive in Austin (TX),Stray,Nursing,Cat,Intact Female,1.0,Domestic Shorthair Mix,Orange Tabby/White,Spayed Female,1.0,0.0,2019,4,2019,8,2018,4
A760832,,12151 N Ih 35 in Austin (TX),Stray,Injured,Dog,Intact Male,5.0,Cocker Spaniel,Chocolate,Intact Male,5.0,0.0,2017,10,2017,11,2012,10
A712902,,3848 Airport Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,0.019230769230769232,Domestic Shorthair Mix,Blue,Intact Male,0.019230769230769232,0.0,2015,9,2015,9,2015,9
A779481,Tessa,12138 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,0.41666666666666663,Whippet Mix,Brown/White,Spayed Female,0.5,0.0,2018,9,2018,9,2018,3
A796205,,8002 Logwood in Austin (TX),Wildlife,Injured,Other,Unknown,2.0,Raccoon,Black/Gray,Unknown,2.0,1.0,2019,5,2019,6,2017,5
A793673,,723 Dulwich in Austin (TX),Stray,Normal,Cat,Intact Male,2.0,Domestic Shorthair Mix,White/Black,Intact Male,2.0,0.0,2019,4,2019,5,2017,4
A782447,Damu,7300 Irving Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Labrador Retriever Mix,Black/Tan,Intact Male,1.0,0.0,2018,10,2018,10,2017,9
A711522,Junebug,1500 E Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Pit Bull Mix,Red/White,Spayed Female,1.0,0.0,2015,9,2016,1,2014,9
A694016,,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.5,Domestic Shorthair Mix,Orange Tabby,Neutered Male,0.5,0.0,2014,12,2014,12,2014,6
A660928,Sadie,Austin (TX),Public Assist,Normal,Dog,Spayed Female,0.5833333333333333,Labrador Retriever Mix,Black/White,Spayed Female,0.6666666666666666,0.0,2014,12,2014,12,2014,4
A717174,,9604 Bock Rd in Travis (TX),Stray,Normal,Dog,Unknown,0.019230769230769232,Labrador Retriever Mix,White,Unknown,0.019230769230769232,0.0,2015,12,2015,12,2015,11
A681499,*Ivan,Thaxton Rd in Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Australian Shepherd/Labrador Retriever,Buff/White,Neutered Male,0.16666666666666666,0.0,2014,6,2014,6,2014,4
A798038,*Bonnie,2611 Bee Caves in Austin (TX),Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair,Brown Tabby/White,Spayed Female,0.25,0.0,2019,6,2019,7,2019,4
A733134,,1200 Eleanor St in Austin (TX),Stray,Normal,Cat,Unknown,0.038461538461538464,Domestic Shorthair Mix,Brown Tabby,Unknown,0.038461538461538464,0.0,2016,8,2016,8,2016,8
A671298,,4520 Destinys Gate in Austin (TX),Wildlife,Sick,Other,Unknown,1.0,Raccoon Mix,Gray/Black,Unknown,1.0,1.0,2014,1,2014,1,2013,1
A668784,,12Th And Springdale in Austin (TX),Stray,Sick,Dog,Intact Male,0.5833333333333333,Staffordshire Mix,Black/White,Intact Male,0.5833333333333333,0.0,2013,12,2013,12,2013,5
A753871,*Olivia,8312 North Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Blue/White,Spayed Female,1.0,0.0,2017,7,2017,9,2016,7
A775903,Pie,12612 N Lamar Blvd in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,Carolina Dog Mix,Red,Spayed Female,2.0,0.0,2018,7,2019,1,2016,7
A708141,*Tank Girl,7917 Westgate Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,4.0,Chinese Sharpei Mix,Tan,Spayed Female,4.0,0.0,2017,10,2017,10,2013,7
A768804,,Brenham Steet And Bastrop Street in Manor (TX),Stray,Normal,Cat,Intact Male,0.25,Domestic Shorthair Mix,Black,Neutered Male,0.3333333333333333,0.0,2018,3,2018,3,2017,11
A726942,*Perslee,4721 Loyola Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,2.0,Labrador Retriever Mix,Black/White,Spayed Female,2.0,0.0,2016,5,2016,5,2014,5
A801232,*Pluto,5410 Tipton Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,3.0,Domestic Shorthair,Brown Tabby/White,Neutered Male,3.0,0.0,2019,8,2019,8,2016,8
A736032,*Winnie,Chasewych Dr Abd Fernview Rd in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Siamese Mix,Lynx Point,Intact Male,0.08333333333333333,0.0,2016,10,2016,10,2016,8
A713999,Bones,Pflugerville (TX),Public Assist,Normal,Dog,Neutered Male,8.0,Pit Bull Mix,Brown/White,Neutered Male,8.0,0.0,2015,10,2015,10,2007,10
A641114,Namira,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,Dachshund Wirehair Mix,White/Tan,Spayed Female,2.0,0.0,2015,6,2015,6,2012,8
A770013,Leia,2106 East Side Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,9.0,Pug Mix,Tan/White,Spayed Female,9.0,0.0,2018,4,2018,4,2009,4
A738844,*Alexandria,720 Airport Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,0.41666666666666663,Domestic Shorthair Mix,Black/Black,Spayed Female,0.41666666666666663,0.0,2016,11,2016,11,2016,6
A755754,Friday,1601 East Slaughter Lane in Austin (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,Black,Intact Female,0.16666666666666666,0.0,2017,8,2017,10,2017,7
A690088,*Ramona,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Medium Hair Mix,Brown Tabby/White,Intact Female,0.16666666666666666,0.0,2014,10,2014,10,2014,8
A746932,,8751 Linden Dr in Del Valle (TX),Stray,Normal,Dog,Intact Female,0.0136986301369863,Chihuahua Shorthair Mix,Fawn/Black,Intact Female,0.0136986301369863,0.0,2017,4,2017,4,2017,4
A786872,Jewels,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.75,Domestic Medium Hair Mix,Black,Spayed Female,0.75,0.0,2019,1,2019,1,2018,4
A691513,*Jasmine,923 Walter St in Austin (TX),Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,Calico,Intact Female,2.0,0.0,2014,11,2014,11,2012,11
A731224,Baby Girl,8201 Sam Rayburn in Austin (TX),Public Assist,Normal,Dog,Spayed Female,6.0,Catahoula Mix,White/Brown,Spayed Female,6.0,0.0,2016,7,2016,7,2010,7
A777366,,303 Colorado Street in Austin (TX),Public Assist,Normal,Other,Unknown,1.0,Bat Mix,Black,Unknown,1.0,1.0,2018,7,2018,8,2017,7
A731397,Daisy,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,0.6666666666666666,Miniature Schnauzer Mix,White/Black,Spayed Female,0.6666666666666666,0.0,2016,7,2016,7,2015,11
A688827,Snooky,6405 Clubway in Austin (TX),Public Assist,Aged,Dog,Intact Male,8.0,Border Collie Mix,Black/White,Neutered Male,8.0,0.0,2014,9,2014,10,2006,9
A493167,Midnight,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Chow Chow/Pekingese,Black,Spayed Female,12.0,0.0,2017,4,2017,9,2005,4
A749579,*Jacob,5305 Bolm Rd in Austin (TX),Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,Blue Tabby,Intact Male,0.057692307692307696,0.0,2017,5,2017,5,2017,4
A682002,,4106 N Lamar Blvd in Austin (TX),Stray,Nursing,Cat,Intact Female,0.005479452054794521,Domestic Shorthair Mix,Calico,Intact Female,0.005479452054794521,0.0,2014,6,2014,6,2014,6
A693350,Cb,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.6666666666666666,Domestic Shorthair Mix,Black/White,Neutered Male,0.6666666666666666,0.0,2014,12,2014,12,2014,4
A777900,*Beau,8411 Riverstone Drive in Austin (TX),Stray,Normal,Dog,Intact Male,0.5833333333333333,Labrador Retriever Mix,Black,Neutered Male,0.75,0.0,2018,8,2018,9,2017,12
A782632,Seven,Parliment Drive And Regency Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Doberman Pinsch Mix,Black/Brown,Neutered Male,1.0,0.0,2018,10,2019,3,2017,10
A711422,,7000 Comanche Trl in Travis (TX),Stray,Normal,Cat,Unknown,0.016438356164383564,Domestic Shorthair Mix,Brown Tabby,Unknown,0.016438356164383564,0.0,2015,9,2015,9,2015,8
A744771,,9500 North Lake Creek Pkwy in Austin (TX),Wildlife,Normal,Other,Unknown,3.0,Bat Mix,Brown,Unknown,3.0,1.0,2017,3,2017,3,2014,3
A803929,*Dorothy,4803 Gladview Drive in Austin (TX),Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Medium Hair,Torbie,Spayed Female,0.16666666666666666,0.0,2019,9,2019,10,2019,8
A756915,,8301 Colony Loop in Austin (TX),Stray,Injured,Cat,Intact Female,0.25,Domestic Shorthair Mix,Brown Tabby,Intact Female,0.25,0.0,2017,8,2017,8,2017,5
A678953,Momo,Lago Vista (TX),Owner Surrender,Nursing,Cat,Intact Female,3.0,Domestic Shorthair Mix,Torbie,Spayed Female,3.0,0.0,2014,5,2014,9,2011,5
A771400,Sedona,Outside Jurisdiction,Owner Surrender,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Calico/White,Spayed Female,1.0,0.0,2018,5,2018,5,2017,5
A780551,,Stubble Quial in Austin (TX),Stray,Normal,Dog,Intact Male,0.5833333333333333,Cairn Terrier Mix,White,Neutered Male,0.5833333333333333,0.0,2018,9,2018,9,2018,1
A672088,Nala,Copperfield Dr And Yager Lane in Austin (TX),Stray,Normal,Dog,Intact Female,0.25,Labrador Retriever/German Shepherd,Red,Spayed Female,0.25,0.0,2014,2,2014,2,2013,10
A677593,,1700 Teri Rd in Austin (TX),Stray,Sick,Dog,Intact Female,0.25,Labrador Retriever Mix,Black,Intact Female,0.25,0.0,2014,4,2014,4,2013,12
A803777,,9811 Copper Creek in Austin (TX),Stray,Normal,Dog,Intact Male,0.3333333333333333,Pit Bull,Brown,Intact Male,0.3333333333333333,0.0,2019,9,2019,9,2019,5
A768447,,Austin (TX),Wildlife,Injured,Other,Unknown,2.0,Bat Mix,Black,Unknown,2.0,1.0,2018,3,2018,3,2016,3
A684646,*Pete,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Blue Tabby/White,Neutered Male,0.16666666666666666,0.0,2014,7,2014,8,2014,5
A715174,Lola,9220 Ovalla Drive in Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,Tortie,Spayed Female,0.16666666666666666,0.0,2015,11,2015,11,2015,9
A680417,*Starburst,Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Black/White,Neutered Male,0.16666666666666666,0.0,2014,6,2014,7,2014,4
A777151,Asia,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.3333333333333333,Siamese Mix,Seal Point,Neutered Male,0.3333333333333333,0.0,2018,7,2018,7,2018,3
A747741,*Squiggy,Outside Jurisdiction,Owner Surrender,Normal,Cat,Neutered Male,0.6666666666666666,Domestic Shorthair Mix,Black,Neutered Male,0.3333333333333333,0.0,2017,12,2017,8,2017,4
A751740,,301 E 8Th St in Austin (TX),Stray,Normal,Dog,Intact Female,0.5,Labrador Retriever Mix,Black,Intact Female,0.5833333333333333,0.0,2017,6,2017,6,2016,11
A755727,Aurora,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3.0,Labrador Retriever/Pit Bull,Black/White,Spayed Female,3.0,0.0,2017,9,2017,9,2014,8
A795822,*Professor Mcgonagall,1937 Zach Scott in Austin (TX),Stray,Normal,Cat,Spayed Female,2.0,Domestic Medium Hair Mix,Brown Tabby,Spayed Female,2.0,0.0,2019,5,2019,6,2017,5
A735525,Lucy,Austin (TX),Owner Surrender,Normal,Other,Intact Female,5.0,Rex Mix,White/Brown,Spayed Female,5.0,0.0,2016,9,2016,10,2011,9
A706693,,7005 Ten Oaks Cir in Austin (TX),Stray,Normal,Cat,Unknown,1.0,Domestic Shorthair Mix,Brown Tabby,Unknown,1.0,0.0,2015,7,2015,7,2014,7
A806470,Megabyte,823 West 11Th Street in Austin (TX),Stray,Normal,Cat,Spayed Female,1.0,Domestic Medium Hair Mix,Tortie,Spayed Female,1.0,0.0,2019,10,2019,10,2018,10
A759323,Petey,7604 N Interstate Hwy 35 in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Jack Russell Terrier Mix,White/Tan,Neutered Male,1.0,0.0,2017,9,2017,10,2016,9
A772606,,1402 Marcus Place in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,American Pit Bull Terrier Mix,Blue/White,Neutered Male,1.0,0.0,2018,5,2018,5,2017,5
A679636,Rusty,201 W Ben White in Austin (TX),Public Assist,Normal,Dog,Intact Male,0.25,Norwich Terrier Mix,Brown,Neutered Male,0.25,0.0,2014,5,2014,5,2014,2
A782572,#2,Austin (TX),Owner Surrender,Nursing,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,Torbie,Spayed Female,0.6666666666666666,0.0,2018,10,2019,5,2018,9
A730923,Winny,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,0.9166666666666666,Labrador Retriever Mix,Black,Spayed Female,0.9166666666666666,0.0,2016,7,2016,7,2015,8
A779710,,Austin (TX),Stray,Normal,Cat,Intact Male,0.008219178082191782,Domestic Shorthair Mix,Orange Tabby,Intact Male,0.008219178082191782,0.0,2018,9,2018,9,2018,9
A776562,,Mesa Cv in Austin (TX),Wildlife,Sick,Other,Unknown,1.0,Raccoon Mix,Brown/Gray,Unknown,1.0,1.0,2018,7,2018,7,2017,7
A759666,Hazel,3800 East 16Th Street in Austin (TX),Stray,Normal,Dog,Intact Female,0.3333333333333333,Pit Bull Mix,Brown/White,Intact Female,0.3333333333333333,0.0,2017,10,2017,10,2017,5
A791011,,701 Woodward Street in Austin (TX),Stray,Nursing,Cat,Unknown,0.019230769230769232,Domestic Shorthair Mix,Brown Tabby,Unknown,0.019230769230769232,0.0,2019,3,2019,3,2019,3
A744747,,Red River in Austin (TX),Wildlife,Injured,Other,Unknown,0.0027397260273972603,Opossum Mix,White/Gray,Unknown,0.0027397260273972603,1.0,2017,3,2017,3,2017,3
A758462,*Angelo,Santa Fe Drive in Austin (TX),Stray,Normal,Dog,Intact Male,0.5833333333333333,Basset Hound/Great Pyrenees,White/Brown,Neutered Male,0.6666666666666666,0.0,2017,9,2017,9,2017,1
A749284,Rocky,Austin (TX),Public Assist,Normal,Cat,Neutered Male,2.0,Domestic Shorthair Mix,Cream Tabby,Neutered Male,2.0,0.0,2017,9,2017,9,2015,5
A703380,,5604 Hudson St in Austin (TX),Stray,Nursing,Cat,Intact Male,0.019230769230769232,Domestic Shorthair Mix,White/Black,Intact Male,0.019230769230769232,0.0,2015,5,2015,5,2015,5
A733034,*Denton,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.41666666666666663,Domestic Shorthair Mix,Orange Tabby,Neutered Male,0.41666666666666663,0.0,2016,8,2016,9,2016,3
